treeNum trajNum nleaves height origin
689 3866 262 96.6681302789 97.6145573834
690 3872 265 84.078039998 89.2711436107
691 3873 226 72.5834876952 72.7276426736
692 3875 305 102.764805776 106.467965419
693 3878 296 82.0481989871 82.4139005254
694 3881 317 84.8115220665 85.474528233
695 3894 239 54.3352007891 54.5170644097
696 3896 242 89.2366617286 93.5179375403
697 3906 356 74.4121013798 76.0201502287
698 3907 262 106.447841646 107.050426995
699 3908 167 59.2649711837 62.3280703079
700 3910 123 48.8271137741 49.6317521025
701 3911 335 95.5018489829 96.1602392983
702 3917 265 70.579831472 71.3953967519
703 3922 237 101.600125514 104.794963572
704 3930 298 111.45584092 112.437129831
705 3931 241 66.3984697853 67.5494531749
706 3952 280 119.578143998 129.730808803
707 3958 279 69.8754629194 73.579382593
708 3960 301 79.070925689 80.6043059035
709 3964 188 58.3369943114 58.8709786602
710 3967 321 69.4273523102 69.7815886936
711 3982 223 61.8540377896 63.5811939547
