treeNum trajNum nleaves height origin
247 1419 184 59.2865190149 61.9771868894
248 1421 108 76.8984266495 77.0150859479
249 1422 117 82.4465188765 82.6710736175
250 1423 121 85.935787105 90.778757333
251 1430 292 84.1076164854 84.38903009
252 1437 230 51.969733598 58.4350545546
253 1443 284 83.3472756369 83.4714430025
254 1447 240 79.2653625058 81.1958879882
255 1448 172 44.4463900913 47.6568304239
256 1451 296 65.1116077582 65.2024230902
257 1460 331 115.320619177 115.652798504
258 1461 244 85.6402609647 87.7445393052
259 1467 273 58.1418588776 58.3647503372
260 1478 268 72.0656300397 73.0211570414
261 1480 193 69.0471601601 69.1552427794
262 1482 112 80.6576106102 85.4947651891
263 1492 195 75.920055925 75.9597041159
264 1494 295 106.84525764 108.653583468
265 1501 306 125.626780409 126.12527286
266 1502 326 83.8719629178 88.2745620903
267 1510 163 71.3867080244 71.5313288568
268 1514 204 59.7230517299 64.4727228906
269 1516 156 57.7531636452 57.9670720611
270 1517 297 72.3793406637 72.415641429
271 1531 244 70.3627717455 70.8683617359
272 1542 245 86.8053311921 86.8270788917
273 1554 280 115.484098717 118.115761911
274 1557 181 106.521126488 107.160050372
275 1560 364 85.060787414 85.4231473654
276 1568 243 47.5900022081 49.1944037447
277 1570 270 111.873461964 111.94551402
278 1573 148 53.1870077382 61.4813564114
279 1588 212 148.479116283 149.449158171
280 1613 253 94.0171601013 94.297140757
281 1616 267 64.6023748046 75.3683218841
282 1617 329 84.2358651049 87.3957793885
283 1619 327 94.874678866 95.0551178831
284 1629 310 59.2406701318 63.4796691073
285 1644 107 60.9828484605 65.1054399241
286 1647 254 95.4382988735 97.6979147182
287 1649 242 78.9049462667 81.1803589076
288 1655 306 66.1477373956 70.8330605568
289 1659 209 109.476076309 110.19963141
290 1668 225 57.2466709489 57.3384685174
291 1684 142 67.1687071371 67.3708491274
292 1685 293 68.8193249584 70.5424726146
293 1687 273 114.847823596 116.829479177
294 1692 263 91.4632940481 99.6475344529
295 1696 305 70.5846704801 71.9692279472
296 1697 206 62.0226826096 62.8766702117
297 1702 321 85.5095813648 88.0320883596
298 1713 276 84.9768578869 86.3445830384
299 1719 237 62.6807676504 62.912957374
300 1730 312 73.1952468922 77.158553227
301 1733 342 61.6590267714 62.2786669907
302 1735 214 109.044082207 109.805848282
303 1737 318 98.2075070059 99.8517163289
304 1738 335 66.5805963407 67.4255271745
305 1758 330 71.0921150311 72.3314361779
306 1778 227 78.0043066474 78.698071634
307 1779 235 86.9848471784 87.5283635849
308 1789 313 85.6137037247 87.4899910699
309 1818 272 111.7042219 115.4336986
310 1827 270 86.151161731 89.0926344381
311 1840 235 111.63926756 112.101116884
312 1849 274 123.648809594 125.480659271
313 1858 296 88.3652643934 89.2654325789
314 1861 227 101.078912068 105.197538995
315 1863 220 92.5157029073 93.9760359728
316 1868 244 51.804342699 62.0502187178
317 1871 161 68.7742241386 75.0260601151
318 1874 255 79.7644780874 80.1377510943
319 1894 193 57.7533828964 62.4571627154
320 1895 212 114.033828336 114.454499663
321 1898 282 76.9107044599 79.3366597229
322 1899 334 68.701454269 68.7020505856
323 1901 230 131.448776243 136.124621635
324 1904 329 78.6287649807 78.7092074272
325 1921 237 88.1448599319 88.2816129036
326 1923 234 70.7884186995 72.049822895
327 1947 209 55.5166098218 56.0928679945
328 1949 255 139.892908027 142.927129836
329 1953 266 74.500580191 79.2304178981
330 1960 283 103.732258918 105.877184907
331 1962 187 55.3676349877 57.2634345997
332 1968 179 81.8321941953 82.731007638
333 1971 252 56.5518386022 57.5568792829
334 1973 239 51.9351493439 52.144856721
335 1983 228 68.5338286881 68.6430133957
336 1985 127 45.879302416 47.8192608128
337 1989 277 100.058310661 102.316976777
338 1992 286 91.6855629854 93.3870410554
339 1999 301 59.0080995125 59.3806569453
340 2010 279 75.3967746706 76.5484899575
341 2026 302 87.1888733473 88.0352826257
342 2028 233 73.7674491295 74.0906791755
343 2045 299 85.5082319799 88.576106476
344 2051 344 76.1786288597 76.9685368297
345 2054 291 89.4105392809 89.7154155937
346 2067 288 98.5311140648 103.161530218
347 2082 162 47.2482134185 49.6408372557
348 2088 290 57.0703889859 58.0195891125
349 2101 192 81.0629519933 81.1458912202
350 2109 363 96.0899541272 101.007855243
351 2115 245 64.4003689007 67.8855753176
352 2122 275 88.9552311227 93.659236915
353 2130 300 87.7927261274 88.0638003186
354 2132 279 87.978254636 88.7064554417
355 2136 292 91.7615680904 94.5959807782
356 2159 225 71.3958148813 72.8971344854
357 2160 235 82.8637801166 83.294928089
358 2166 279 87.0169785266 89.7874917949
359 2167 221 61.653295731 66.8191354147
360 2168 189 60.3352747989 63.586277374
361 2176 267 97.2460153198 102.334766206
362 2181 229 111.651106467 113.295678814
363 2186 224 89.2395699658 90.1976482178
364 2194 156 78.0267331013 81.1981135843
365 2200 219 71.10772213 71.4791138203
366 2202 256 82.0532072248 83.0918601838
367 2203 349 90.0263136551 91.0329683005
368 2206 324 100.208939696 101.010569497
369 2209 283 85.642625389 88.8026872689
370 2212 283 86.8629899246 88.5378570788
371 2221 238 64.8795420423 66.9947251131
372 2226 307 66.9789907205 67.9010792529
373 2236 152 94.4948177455 95.5232368896
374 2237 314 66.6530428724 66.8002895783
375 2242 279 93.2014242129 93.52128643
376 2245 229 97.6132669495 98.2400077927
377 2248 284 121.26940959 124.448223351
378 2252 140 69.0032733609 69.2611224453
379 2258 222 108.614374343 109.754549327
380 2263 202 93.8254345639 96.0770282954
381 2269 170 82.1958435775 83.6370211561
382 2271 317 83.9020587264 85.0194103905
383 2275 236 109.233868698 113.342673698
384 2278 203 78.9975417625 83.1353684554
385 2284 218 77.7446598178 78.8831490772
386 2286 326 67.05225532 67.1442701824
387 2303 129 69.558712097 70.7731554924
388 2304 187 85.5231731985 85.8147306947
389 2311 291 80.7092482472 81.4734975566
390 2312 281 89.8216661356 90.8572088218
391 2315 379 107.315313361 110.272759823
392 2318 262 85.6251501093 85.7620557367
393 2321 308 61.7306041903 64.1152730293
394 2325 150 60.7682325475 62.5741026744
395 2338 301 80.208084074 82.6863640685
396 2341 147 50.5815416226 52.246837873
397 2345 249 136.85168788 137.58802787
398 2346 327 82.6340606959 83.8972082712
399 2347 253 70.3525027746 73.830297473
400 2360 202 70.950379762 71.7530768214
401 2368 296 91.1446130888 91.2989808795
402 2372 300 76.5327860755 77.2509620866
403 2378 140 74.4022682415 74.7982810131
404 2379 155 96.0357358153 96.8784073087
405 2382 265 95.3071571066 95.5331295825
406 2387 268 68.6387230608 73.2354997526
407 2394 307 80.1366011036 81.3615136657
408 2397 278 90.4395838985 91.0579181852
409 2399 319 85.9177356648 86.5442470862
410 2400 170 49.3851433926 51.0981857133
411 2401 122 51.2424989869 56.0947238463
412 2406 324 92.5099823109 93.3381972018
413 2412 154 79.4845470881 79.6818112033
414 2421 265 88.0066157306 88.5389737402
415 2428 252 86.3055629423 86.8818840029
416 2435 311 90.5128389794 91.3259121128
417 2441 337 80.1104780072 81.524711643
418 2445 305 82.4991244948 82.9214654384
419 2447 217 81.9875655078 83.1134546451
420 2454 378 94.7521435864 95.7326367326
421 2455 294 86.7027546833 87.3044719555
422 2465 255 79.9393747688 83.9458286455
423 2477 192 63.9242492793 65.0539918509
424 2479 278 95.5505881262 100.606942435
425 2487 350 139.097410945 142.892938581
426 2490 302 75.2214360844 75.7713354201
427 2491 311 74.6233177974 81.4303121777
428 2492 230 73.0396493304 73.9489652656
429 2498 280 118.443494289 118.460424382
430 2499 251 93.4265690764 97.0181803996
431 2503 265 70.0810935162 72.0272734979
432 2507 266 82.0460304983 83.769604586
433 2510 261 82.9207106239 84.6032292095
434 2525 278 124.216641371 125.002085262
435 2535 251 86.8634015606 91.2151553467
436 2538 297 85.4115528574 90.9890313435
437 2539 294 56.6884741661 61.2194233999
438 2542 169 98.9952949649 100.074315482
439 2552 209 62.635043888 64.0846590613
440 2558 242 128.340031875 130.014294261
441 2560 320 91.7640991805 93.1225271235
442 2562 264 92.5792167763 95.0946825575
443 2563 308 69.2922421677 72.7366470149
444 2566 307 103.17899429 104.456939515
445 2582 166 72.3771845743 73.3903665441
446 2583 111 65.0528127117 67.3904626412
447 2585 217 61.557328113 71.5584916483
448 2588 316 76.8198607319 77.1066358595
449 2595 162 52.5260075915 52.651691565
450 2607 226 145.470258286 148.051015517
451 2617 263 72.800696629 77.533859594
452 2627 270 67.1287232421 68.7485945007
453 2628 269 63.1986105451 66.4572054139
454 2633 312 74.7557333745 75.350505921
455 2635 284 61.2233132002 62.4468681322
456 2636 306 113.983673625 114.186760442
457 2638 154 66.1579465067 66.2427990178
458 2640 147 52.6877174178 53.9011004083
459 2644 126 64.3991144151 65.0733482498
460 2648 195 79.4010824619 84.8383726836
461 2660 230 81.7582965275 82.193931274
462 2668 273 108.99273174 110.346420733
463 2674 308 89.7458076921 90.1995091789
464 2675 264 129.776658313 134.412132688
465 2683 247 73.8398519753 75.1310240306
466 2695 169 100.119049442 101.677904005
467 2710 254 63.4942917935 72.3281740905
468 2715 248 75.059926167 75.6798104226
469 2722 307 55.9619916333 59.9196819838
470 2726 263 85.9230366277 86.0056867454
471 2730 283 132.590826501 133.087880209
472 2731 224 70.1930777513 70.4047483403
473 2744 213 128.982981712 129.029700344
474 2747 315 72.3040785498 76.7909083519
475 2751 232 92.8811833967 93.52942826
476 2769 272 82.0746337797 82.2928957871
477 2770 245 108.468072323 109.146057884
478 2777 249 92.2473808863 92.8658225449
479 2778 239 94.4064009122 97.1968788247
480 2785 321 94.8829098971 95.8454044601
481 2798 309 88.5595324677 89.0239678538
482 2799 289 102.689949897 103.181040452
483 2810 216 70.9775405445 71.2849398906
484 2811 181 92.1530138765 95.8216560022
485 2813 217 63.7213792797 64.4879186774
486 2814 216 113.850559363 116.409943707
487 2832 327 74.7759750227 75.2139646684
488 2833 297 68.5177160263 68.5795821146
489 2837 378 100.159011863 101.674166912
490 2851 235 64.9322648236 65.0152863972
491 2853 298 83.8462827112 87.5101971783
492 2860 155 79.944230514 80.3915840683
493 2861 124 60.3373143969 63.5309030458
494 2862 225 69.6382571348 70.5422892333
495 2864 279 68.4544801571 68.7713785979
496 2875 206 72.133043364 74.5782990882
497 2896 341 88.298820044 97.3879651886
498 2897 221 94.4696847849 95.2621567522
499 2902 322 71.5131610354 74.6400324494
500 2908 187 72.3793333842 74.413124172
501 2915 129 70.4057541701 70.5520518175
502 2921 239 74.6878805213 74.6979808294
503 2925 109 76.5309772421 76.9506614269
504 2927 278 76.7471418074 78.0127837034
505 2929 329 88.3019221229 88.629230962
506 2932 180 95.5037691351 98.7168164685
507 2942 276 68.9380942016 70.9850297078
508 2950 339 91.4904767085 92.0552135537
509 2953 191 89.8142625782 90.4241844964
510 2957 222 72.0477849211 76.1209473308
511 2978 176 74.676257442 75.2925844666
512 2990 290 75.9550440284 76.9944556191
513 2992 335 116.403508091 117.80906298
514 2993 279 61.8674709556 63.1037633904
515 3009 238 115.927492313 117.538269438
516 3014 302 80.0576657546 80.059756052
517 3017 301 87.3840694226 88.3201787299
518 3018 287 74.9015187585 76.1171774581
519 3020 240 112.852808822 115.327595645
520 3022 315 66.928122737 67.2843761586
521 3029 215 93.5148363867 94.1679938765
522 3031 142 75.5819886515 78.2191162495
523 3039 310 70.0591096902 70.7158788212
524 3044 229 77.7086653166 78.6859932157
525 3049 279 75.5276737906 77.1718416312
526 3052 335 73.3650104743 76.525972554
527 3060 263 78.6070787546 80.3978922453
528 3062 238 74.5505912912 77.1466753727
529 3066 264 92.3904016044 93.7962965034
530 3071 186 74.2989270271 75.6997306217
531 3072 273 82.791386744 82.8925860676
532 3075 228 78.5510959946 78.8844151143
533 3076 198 48.8604371373 49.6122927509
534 3082 332 67.0899374318 68.4253890067
535 3090 220 77.1546558234 78.3692038585
536 3097 237 88.0046389305 90.1061305873
537 3098 387 97.1752696654 98.4885505156
538 3100 248 93.472420299 93.9598393233
539 3102 221 92.7139928049 94.0919952852
540 3106 238 74.5873328809 79.5208130053
541 3116 321 65.249728502 66.5216494424
542 3119 100 57.4821331248 58.3410332766
543 3121 135 73.0458840601 80.5944053024
544 3124 268 70.0248539461 73.4851321966
545 3125 302 114.212165497 114.796937487
546 3132 180 72.1692353136 73.2299540383
547 3134 259 91.7344683727 92.9390230688
548 3135 238 57.5929858661 60.8545951611
549 3140 292 128.951627201 132.108958757
550 3147 241 70.8477503162 73.0785020484
551 3151 267 64.4823356699 66.1140521175
552 3163 284 88.4700868804 89.528424984
553 3164 192 74.1462497182 75.4793287726
554 3169 262 84.9233147169 85.5728424722
555 3171 274 60.9656005278 61.4393409872
556 3181 273 106.937001101 107.384084692
557 3184 209 76.7159408318 77.2470647453
558 3197 330 97.8926017718 98.1043574893
559 3205 127 82.6177346115 84.1023886989
560 3210 189 64.5054156924 64.9477500127
561 3238 251 101.336972796 102.843362226
562 3239 120 70.4582803927 72.1791781013
563 3243 318 69.850144078 69.9164063014
564 3244 283 87.3468072251 88.9696209364
565 3264 276 77.4867285774 78.3856454559
566 3268 193 51.9178238365 53.4585170269
567 3272 192 103.302946267 105.018471966
568 3278 298 73.6164117216 75.4998798758
569 3279 193 84.2890978781 89.0798546916
570 3285 185 55.1464925947 55.6272612678
571 3286 304 61.7920943905 64.2366809645
572 3287 327 72.1811688727 73.6949152688
573 3293 206 100.306010731 104.119449608
574 3299 303 88.2764000892 90.0507885234
575 3304 357 79.6352506956 81.4286540472
576 3310 214 89.5847431508 93.9590666445
577 3311 155 81.8020378253 84.3378158028
578 3313 222 92.2228174932 97.5130680002
579 3316 256 100.315181104 101.733344132
580 3317 189 96.5217239734 97.4110013354
581 3330 355 55.9399874695 57.6961310444
582 3343 159 106.41472177 108.767180592
583 3346 239 51.1561357642 52.002503428
584 3349 305 82.7255553995 84.2089797609
585 3351 195 110.62545309 112.216605555
586 3355 204 79.171485041 81.5749943122
587 3358 288 85.7039920323 85.9658427664
588 3366 330 81.5242698509 83.1930915883
589 3367 323 101.728318006 102.766210746
590 3371 275 96.7700723137 96.9625869794
591 3378 259 92.490194188 93.9442801244
592 3381 145 63.3100780014 63.3482262868
593 3388 262 64.3654794954 66.6729327662
594 3391 237 155.344836953 156.53971174
595 3392 270 70.5239240775 70.8205206068
596 3394 186 44.6230487616 48.2687431253
597 3395 183 101.512163933 103.578698621
598 3397 275 47.503362814 47.8278512516
599 3402 226 82.0190061464 82.0611612312
600 3404 331 93.3211321288 95.881289709
601 3405 227 97.1874233598 97.6154343625
602 3410 316 60.9181214131 61.3579460246
603 3419 233 80.7885360318 85.4300981145
604 3431 338 104.542250935 104.753782572
605 3440 307 85.7896897185 87.7840452113
606 3447 276 130.417040983 133.125116826
607 3453 286 94.5261978073 95.5427895227
608 3473 312 99.1131616381 99.7847501513
609 3486 282 124.965164449 124.991715408
610 3503 185 71.7066378161 74.2862574827
611 3507 279 102.299428631 102.445722205
612 3509 338 87.7327313114 91.0023516053
613 3523 215 55.0663877317 55.6225329066
614 3534 319 89.9548162445 91.6445662462
615 3540 266 56.6314825476 58.6381004581
616 3541 260 81.0595814177 81.1237300965
617 3559 188 71.6135248448 72.0652545164
618 3567 131 58.9594266021 59.416363067
619 3570 286 65.036369392 67.8585720512
620 3571 198 53.0404410985 53.4449219728
621 3577 272 112.958559089 116.774499615
622 3578 129 56.2417581432 57.1222261609
623 3582 226 72.5514979492 73.2176536391
624 3585 195 61.038525122 64.1345551715
625 3591 329 103.90934463 104.342482385
626 3592 287 78.2894722205 81.0245875874
627 3599 299 83.8931780472 84.571363839
628 3602 263 77.496870555 81.0231379845
629 3611 289 150.101828998 150.27051207
630 3620 204 102.566824202 103.584999005
631 3621 304 101.715608713 106.101321614
632 3626 246 56.5775230674 57.0854722656
633 3628 285 82.0375648165 82.5570398942
634 3645 271 98.5123488489 98.5697114242
635 3647 244 66.0090524756 68.1540736078
636 3654 311 73.8033709525 74.1409987631
637 3656 239 48.917380114 52.4731230333
638 3663 357 70.4162108242 70.6958443907
639 3664 149 53.6687955077 54.2818596449
640 3669 255 66.6312908998 69.1042549702
641 3671 275 95.4751926217 99.3534966677
642 3677 400 82.5765968193 85.6166430572
643 3679 353 72.5474445862 72.9481996609
644 3681 350 70.7913807336 73.1426187996
645 3682 327 112.83442206 115.588903695
646 3686 255 88.5863239642 95.0667951096
647 3692 189 79.2691417959 79.7770227963
648 3707 251 101.310264095 101.561930144
649 3712 102 61.2125832534 62.6745132582
650 3713 214 68.1388612404 70.4059991163
651 3715 293 54.7228800965 55.9716885251
652 3716 212 104.284034846 105.90421684
653 3725 245 101.185099346 102.13758509
654 3727 269 66.563142296 67.4840696166
655 3732 240 136.502258832 138.4969846
656 3741 298 97.2052354161 101.244151937
657 3742 325 83.3801977725 92.6913162343
658 3744 224 94.4937192119 95.779278632
659 3747 372 105.496627486 109.407338421
660 3749 343 74.9530756863 75.857766564
661 3754 298 69.7236190937 70.1218952236
662 3755 279 74.1114602338 74.3950584007
663 3758 188 55.586420533 58.7092360918
664 3760 277 66.0243445992 69.4963296087
665 3761 327 90.0105948082 90.722083135
666 3764 248 72.4746104301 73.9287337306
667 3765 297 82.822372539 86.1151031801
668 3767 248 87.5419693577 90.6280567308
669 3775 256 99.7922636087 99.9795575047
670 3789 336 68.2957042386 69.0383449351
671 3791 359 71.3923358039 73.1660720321
672 3798 292 110.509825116 111.664036148
673 3802 273 109.442663493 109.759345702
674 3816 312 90.755764783 94.2325823089
675 3819 273 69.5680815953 72.4680380744
676 3820 232 66.6419870204 68.5634710062
677 3821 215 104.265634192 106.179026846
678 3828 104 39.5893413406 39.6416288068
679 3831 182 63.9397189412 67.9577853748
680 3833 234 76.8667297239 78.083399639
681 3838 231 83.1852182812 83.2845124226
682 3839 214 85.5082080842 86.0087263572
683 3848 273 71.7075290405 73.661438491
684 3851 242 92.723255778 96.1264429452
685 3852 315 78.7117716745 79.1561596431
686 3855 222 80.624059097 81.9377361421
687 3858 290 95.2963021917 97.7415142528
688 3859 317 102.034839755 103.003732915
