treeNum trajNum nleaves height origin
470 1502 408 71.7591808598 72.4310900483
471 1504 362 84.6579741047 88.3416171799
472 1506 435 57.7768048946 57.9767704849
473 1507 367 93.2601282644 93.7794376077
474 1512 364 73.6947289058 75.7069812245
475 1519 425 56.4022632513 57.0860746837
476 1520 391 59.2737024252 59.3232911322
477 1532 416 83.1426872754 83.2873305994
478 1538 363 69.6266116116 72.6539555262
479 1542 368 86.2532984465 89.7443504914
480 1543 323 89.6797840164 90.5221157617
481 1545 406 67.0393267212 68.0904365213
482 1548 353 100.667329714 104.38552169
483 1550 408 73.4255355755 76.1729849073
484 1552 363 54.7431462364 54.8083680777
485 1553 415 81.2074156648 81.5187042782
486 1555 363 57.5668736662 58.9263314251
487 1556 436 92.9184876585 93.142431889
488 1557 419 81.2821788512 83.5867725218
489 1558 430 91.1667017694 91.2454305273
490 1567 375 95.1091087959 96.2725952861
491 1573 371 74.2469086573 76.168468972
492 1574 413 97.3897656141 98.6703019118
493 1575 394 71.6386659416 73.6158750593
494 1581 400 55.1390476029 56.8117601737
495 1584 430 68.3081148017 72.1479562001
496 1585 217 69.4538640594 71.8037645314
497 1591 318 77.4392704757 77.6084120753
498 1592 398 68.2723594713 68.7257275765
499 1596 381 57.4580707989 61.2827272132
500 1597 401 79.7193788869 79.9602522821
501 1598 416 60.9608991744 61.2973785363
502 1601 454 69.5976884328 69.7943632562
503 1602 421 62.6824344255 64.0162421022
504 1605 310 76.2612973667 76.3996653359
505 1606 400 85.8338845418 87.3941491818
506 1608 374 55.6176755423 58.6895656977
507 1613 399 58.8197127465 63.5777278362
508 1614 281 99.3477775164 101.185858783
509 1616 420 101.630126479 102.281769384
510 1619 372 68.4772999854 68.9005395965
511 1623 400 62.4271235772 67.0930869877
512 1625 394 61.786971252 62.3408886866
513 1627 438 70.5979383561 71.6737248758
514 1628 356 65.2312058025 65.5060513846
515 1631 442 86.6021684043 88.4314201488
516 1633 412 76.8289042379 79.0124775896
517 1637 447 63.5321553364 64.0363242977
518 1642 368 74.2149161102 76.0091598379
519 1643 411 68.6526211335 69.9161796865
520 1651 389 52.1246622125 52.9898649848
521 1652 390 79.266460837 81.2527929552
522 1657 366 62.3045207092 62.6734486347
523 1658 415 82.643829196 87.4309228819
524 1659 390 60.361000543 60.8442684928
525 1662 348 70.6846637669 71.553459786
526 1664 477 57.1728741608 57.3594595767
527 1666 403 52.8138090037 53.4774107991
528 1668 417 79.7974865139 81.4203497629
529 1671 393 67.3879626716 70.9940583304
530 1673 386 73.1332503491 73.306996436
531 1675 375 58.6782810567 60.0886691448
532 1676 467 59.1752116098 60.1337516717
533 1683 421 78.1242775 79.7443418861
534 1688 346 83.5431516886 84.004128313
535 1689 372 84.5756210833 86.8370546376
536 1696 397 71.2631442143 72.481854277
537 1697 380 70.6545452235 73.2363246693
538 1698 451 67.0518142088 67.715942388
539 1705 396 59.4893075435 61.3724545906
540 1706 331 59.0332450183 59.1124567127
541 1707 385 69.1577995246 70.9605252075
542 1709 287 73.7637175917 74.513880475
543 1712 306 64.1243324997 64.6662475757
544 1713 372 66.9214352803 70.8808992599
545 1714 338 88.5710244256 90.1697398421
546 1721 384 68.2301982059 69.3312944335
547 1722 404 59.415031421 60.2665736571
548 1723 361 71.8139095267 72.6723473311
549 1732 379 93.6500099784 93.7695127438
550 1734 336 72.2867259817 73.6056290034
551 1740 355 120.0682179 120.914845911
552 1742 399 94.9678531238 95.7984773352
553 1744 312 59.4727570235 60.989762206
554 1752 371 83.6630941163 84.5588021168
555 1756 393 79.761966802 83.7338630686
556 1758 399 65.3796198731 65.3920562452
557 1761 411 65.3710212128 66.7995605697
558 1768 421 64.2225866361 65.5038963744
559 1770 365 54.5703136387 58.4263818346
560 1771 335 97.1174138217 101.1817835
561 1774 402 65.7536543744 68.1609417777
562 1777 418 87.9085519325 88.4803870718
563 1778 422 80.2286311982 80.6087098341
564 1780 449 84.2476024007 84.4370998875
565 1782 320 67.6901206328 67.7973288111
566 1783 413 63.0972458833 64.7230997994
567 1784 330 54.4904107347 57.1442852088
568 1786 356 84.5933975495 89.489693534
569 1787 415 74.2365705128 74.5750721134
570 1792 351 56.4620386485 56.7209236162
571 1795 445 93.3491455741 94.9241235097
572 1796 309 61.0415864799 62.9623261302
573 1799 313 80.0946743776 80.8020115143
574 1804 414 68.8133824234 69.3476258739
575 1805 449 53.8669814055 54.7292551245
576 1812 359 61.6958362571 63.6112327202
577 1813 366 69.0287305793 69.7820983882
578 1816 408 73.4015509991 73.8227431227
579 1828 445 61.2191987398 61.7488531332
580 1830 371 87.3022396272 89.0259379213
581 1831 399 75.5863177307 75.6200599334
582 1839 426 91.2940859408 95.3049788762
583 1841 381 77.2594690913 77.3119710204
584 1842 333 70.0167552645 71.5508608235
585 1851 419 54.8484250111 55.6674080907
586 1852 326 60.9403741423 62.59323617
587 1856 430 69.7012234015 69.7439274519
588 1859 422 63.7927871727 66.4922394289
589 1863 387 53.3442117873 56.0515178143
590 1865 414 76.2071891142 78.3578522949
591 1869 436 57.5169832475 58.4347412176
592 1870 387 65.5505945069 70.3502175368
593 1871 380 53.0687725495 57.8724039175
594 1874 453 62.6464165185 63.0153489472
595 1875 393 66.0355179825 68.0556210715
596 1878 411 61.0399819897 62.9449905258
597 1881 399 68.5625013878 70.354474304
598 1882 363 48.0470026575 50.3143840332
599 1899 355 67.9037221238 68.2330124068
600 1904 427 79.7977665223 81.1581649445
601 1906 427 66.9560479317 67.9818127568
602 1907 202 99.5782182389 102.430730648
603 1921 297 95.0820391064 95.0913144346
604 1928 377 70.2825902643 72.5415014623
605 1934 388 81.9784697153 83.1420139153
606 1939 415 52.9317841191 53.8689672311
607 1940 395 79.1898927725 81.2152726439
608 1941 317 63.7430556413 66.274555447
609 1943 425 72.941786155 73.0609477131
610 1946 406 59.995363911 63.9350681984
611 1948 234 56.6592711624 57.454796089
612 1954 378 64.3492015577 66.058157451
613 1957 424 67.1450722175 67.288305611
614 1958 370 88.3948878763 92.5990105852
615 1959 448 57.7254380927 61.4119123963
616 1964 345 53.2012561458 58.6439393439
617 1971 380 68.2932582151 69.1127922062
618 1973 258 53.9236093065 56.2280400255
619 1978 359 95.2548877877 97.9812057952
620 1981 316 63.9086572319 63.9428165294
621 1983 395 80.3429341839 80.4168277485
622 1988 427 91.797400142 93.5082411826
623 1990 396 66.8350106561 67.5622361568
624 1991 387 96.5473985268 99.5487575707
625 1997 388 88.195124102 89.6990853343
626 1999 380 46.3460898751 46.4077388996
627 2004 361 81.2835538003 82.6002000772
628 2005 413 79.6472236127 83.1451957456
629 2007 410 89.2034733196 91.67752952
630 2008 400 58.1360496194 58.9902907907
631 2014 424 123.460174485 125.527337221
632 2015 386 76.8767461054 77.2550730925
633 2017 401 78.8617055437 79.1377697404
634 2018 422 133.058865082 136.983608283
635 2020 421 66.6031295686 66.9972072407
636 2023 413 61.3793652854 63.0301951112
637 2026 333 65.2907606123 66.3562053739
638 2027 387 71.5770867873 72.1075017868
639 2028 412 71.5269486897 72.0833730211
640 2029 347 83.5952687214 84.2214790499
641 2031 415 55.6336427413 57.0408601049
642 2033 357 84.958122146 85.0441129143
643 2034 392 71.5019451952 71.7801570869
644 2039 397 77.6619060483 77.7093688738
645 2042 346 64.7625941093 65.6123858149
646 2045 312 63.326610487 63.6460510304
647 2046 394 90.6858236945 93.0200303744
648 2053 403 65.7150843504 66.2985996258
649 2054 308 100.639988929 101.778645783
650 2057 376 69.8432171165 70.7356954562
651 2058 431 79.0863277541 79.897568318
652 2059 473 83.1332823327 89.6110340824
653 2062 403 78.8048322272 80.0600608857
654 2064 413 75.0048075458 77.8903827619
655 2065 404 58.0962950199 66.7204695159
656 2066 385 63.9292173089 65.7279474434
657 2074 355 56.5753067217 56.8463776013
658 2076 348 103.774161395 109.994374121
659 2079 314 70.1030538476 70.2145555182
660 2088 409 69.9525247348 73.8398022973
661 2090 426 98.3383634633 98.4647095877
662 2097 429 111.166589486 112.248533995
663 2099 359 84.9903856142 87.0351206499
664 2104 363 64.0605128648 64.360248351
665 2107 404 56.5637522018 56.958711288
666 2109 411 58.2820756729 60.6277614353
667 2111 360 62.0021062034 64.1724875254
668 2114 413 71.2919753459 73.2610250224
669 2116 416 92.784335512 97.3970345184
670 2117 364 67.8970811797 68.1692892413
671 2118 332 85.3208075142 85.7094528262
672 2119 370 77.2851150541 79.1201844894
673 2132 321 148.490037687 150.665231324
674 2142 426 51.6982330392 52.9045945167
675 2143 442 74.5069570058 74.8569309008
676 2145 423 71.7039818432 72.5519784106
677 2148 225 49.2378797669 49.9072192202
678 2150 419 72.7799695369 74.7491134477
679 2152 375 115.159831774 115.916202396
680 2154 415 72.8987488287 74.6516964391
681 2157 380 59.3325597342 60.9848008877
682 2158 378 72.2670811191 72.8263544618
683 2160 374 66.3356081809 68.0354004021
684 2167 365 71.5921311272 72.6443032648
685 2170 327 101.284484012 101.297184989
686 2178 454 75.9207001963 76.5162169404
687 2183 437 64.989016078 65.8151051372
688 2185 396 73.3647174923 73.8053112411
